libxUtils.so,xUtils,xUtils,一个快速开发框架。主要由4个模块组成：DbUtils模块、ViewUtils模块、HttpUtils模块和itmapUtils模块。地址：[https://github.com/wyouflf/xUtils3],https://github.com/wyouflf/xUtils3
libreact-native.so,react-native,react-native,"这个是 Facebook 在 React.js Conf 2015 大会上推出的基于 JavaScript 的开源框架 React Native, 该框架结合了 Web 应用和 Native 应用的优势, 可以使用 JavaScript 来开发 iOS 和 Android 原生应用。地址:[https://github.com/facebook/react-native]",https://github.com/facebook/react-native
libandroid-best-practices.so,android-best-practices,android-best-practices,"Android 开发最佳实践, 里面所介绍的经验都是来自于 Futurice 公司 Android 开发者, 介绍内容有 Android 开发规范, 架构, 布局技巧, 以及使用一些有助于快速开发相关工具等等, 非常适合新手去学习。地址:[https://github.com/futurice/android-best-practices]",https://github.com/futurice/android-best-practices
libglide.so,glide,glide,"Glide 是 Google 员工的开源项目, 广泛应用于 Google 一些 App 上, 在2014年 Google I/O 大会上被推荐使用, Glide 和 Picasso 被人拿来比较研究过, Glide 与 Picasso 有 90% 的相似度, 但在一些细节上还是有点区别的, 各有各优缺点看君选择。地址:[https://github.com/bumptech/glide]",https://github.com/bumptech/glide
libHomeMirror.so,HomeMirror,HomeMirror,"开发者是由一名程序媛 Hannah Mittelstaedt , HomeMirror 是一款 Android 镜子应用, 目前它能实现日期, 时间, 天气, 生日信息, 事件提醒器, 骑车天气的推荐, 股票信息, XKCD 漫画网站的新帖等等。地址:[https://github.com/HannahMitt/HomeMirror]",https://github.com/HannahMitt/HomeMirror
libMaterialDesignLibrary.so,MaterialDesignLibrary,MaterialDesignLibrary,"这个库控件都是遵循了 Google Material Design 设计规范开发出来, 例如有: Flat Button, Rectangle Button, CheckBox, Switch, Progress bar circular indeterminate 等等。地址:[https://github.com/navasmdc/MaterialDesignLibrary]",https://github.com/navasmdc/MaterialDesignLibrary
libPhotoView.so,PhotoView,PhotoView,"PhotoView 是 ImageView 的子类, 支持所有 ImageView 的源生行为, 例如: 支持 Pinch 手势自由缩放, 支持双击放大/还原, 支持平滑滚动等等, 并且非常方便的与 ImageLoader/Picasso 之类的网络图片读取库集成使用, 还方便的与 ViewPager 等同样支持滑动手势的控件集成。地址:[https://github.com/chrisbanes/PhotoView]",https://github.com/chrisbanes/PhotoView
libRxAndroid.so,RxAndroid,RxAndroid,"由 JakeWharton 大神主导开发的项目, RxAndroid 是 RxJava 的一个针对 Android 平台的扩展, 主要用于 Android 开发。地址:[https://github.com/ReactiveX/RxAndroid]",https://github.com/ReactiveX/RxAndroid
libmaterial-dialogs.so,material-dialogs,material-dialogs,"Material Dialogs 是一个可高度定制易用, 符合 Material Design 风格的 Dialogs, 兼容 Android API8 以上版本, 个人使用感觉它完全可替代 Android 原生那个, 比原生那个更加简单易用。地址:[https://github.com/afollestad/material-dialogs]",https://github.com/afollestad/material-dialogs
libAndroid-ObservableScrollView.so,Android-ObservableScrollView,Android-ObservableScrollView,"ObservableScrollView 是一款用于在滚动视图中观测滚动事件的 Android 库, 它能够轻而易举地与 Android 5.0 Lollipop 引进的工具栏 (Toolbar) 进行交互, 还可以帮助开发者实现拥有 Material Design 应用视觉体验的界面外观, 支持ListView, ScrollView, WebView, RecyclerView, GridView组件。地址:[https://github.com/ksoichiro/Android-ObservableScrollView]",https://github.com/ksoichiro/Android-ObservableScrollView
libAndroid-Bootstrap.so,Android-Bootstrap,Android-Bootstrap,"Android 版的 Bootstrap, 利用这个库能够实现很多 Bootstrap 样式风格, 之前有学过 Html 的人就知道 Bootstrap 是什么玩意啦。地址:[https://github.com/Bearded-Hen/Android-Bootstrap]",https://github.com/Bearded-Hen/Android-Bootstrap
libAndroidSwipeLayout.so,AndroidSwipeLayout,AndroidSwipeLayout,"开发者是代码家, AndroidSwipeLayout 是一个支持ListView, GridView, ViewGroup等等左右上下滑动出操作菜单, 类似 qq 消息列表向左滑动显示出多某条信息的操作菜单。地址:[https://github.com/daimajia/AndroidSwipeLayout]",https://github.com/daimajia/AndroidSwipeLayout
libdagger.so,dagger,dagger,"Dagger 是 Square 公司出品的一个针对 Android 和 Java 的快速依赖注入器, 能够有效减少你敲代码量。地址:[https://github.com/square/dagger]",https://github.com/square/dagger
libListViewAnimations.so,ListViewAnimations,ListViewAnimations,"一个轻轻松松给 Android ListView 添加动画效果的库, 支持的动画有: Alpha, SwingRightIn, SwingLeftIn, SwingBottomIn, SwingRightIn and ScaleIn等等, 使用它能很容易就实现帅爆的效果。地址:[https://github.com/nhaarman/ListViewAnimations]",https://github.com/nhaarman/ListViewAnimations
libAndroidViewAnimations.so,AndroidViewAnimations,AndroidViewAnimations,"开发者是代码家, 这个库实现很多很酷炫的 Android 动画, 动画效果是借鉴 Animate.css 来实现的, 非常酷, 而且这个使用起来也是非常简单。地址:[https://github.com/daimajia/AndroidViewAnimations]",https://github.com/daimajia/AndroidViewAnimations
libAndroidSlidingUpPanel.so,AndroidSlidingUpPanel,AndroidSlidingUpPanel,"AndroidSlidingUpPanel 是一个上拉面板, 就是向上滑动的时候往上飞出一个显示面板控件, 该库效果在 Google Music, Google Maps and Rdio等 App 应用到。地址:[https://github.com/umano/AndroidSlidingUpPanel]",https://github.com/umano/AndroidSlidingUpPanel
libMaterialDrawer.so,MaterialDrawer,MaterialDrawer,"MaterialDrawer 是一个类似 Google 官方 NavigationView 侧滑显示控件, 个人认为 NavigationView 并没有 MaterialDrawer 实用, 因为 NavigationView 自由度不是很好, 很多都写死了不可以自由定义布局, 而 MaterialDrawer 能够实现跟 NavigationView 一样的效果, 同时还支持自定义效果, 自由度非常高。地址:[https://github.com/mikepenz/MaterialDrawer]",https://github.com/mikepenz/MaterialDrawer
libMaterial-Animations.so,Material-Animations,Material-Animations,"Material-Animations 是一个很好过渡动画库, 可以应用于 Activity 与 Activity 之间的跳转, Fragment 与 Fragment 之间的跳转, 以及各个 View 变化前后的过渡动画。地址:[https://github.com/lgvalle/Material-Animations]",https://github.com/lgvalle/Material-Animations
libMaterialViewPager.so,MaterialViewPager,MaterialViewPager,一个简单易用 Material Design 风格的 ViewPager 库。地址:[https://github.com/florent37/MaterialViewPager],https://github.com/florent37/MaterialViewPager
libstetho.so,stetho,stetho,"Stetho是 Facebook 出品的一个强大的 Android 调试工具,使用该工具你可以在 Chrome Developer Tools查看App的布局, 网络请求(仅限使用Volley, okhttp的网络请求库), sqlite, preference, 一切都是可视化的操作,无须自己在去使用adb, 也不需要root你的设备。地址:[https://github.com/facebook/stetho]",https://github.com/facebook/stetho
libAndroid-Ultra-Pull-To-Refresh.so,Android-Ultra-Pull-To-Refresh,Android-Ultra-Pull-To-Refresh,"开发者是廖祜秋, 这个是一个非常强大的下拉刷新库, 继承 ViewGroup 可以包含任何 View, 功能甚至比 SwipeRefreshLayout 强大, 使用起来也非常容易, 还可以自由定制自己的 UI 样式。地址:[https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh]",https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh
libotto.so,otto,otto,"Otto 是 Square 公司出的一个事件库 (pub/sub 模式), 用来简化应用程序组件之间的通讯, otto 修改自 Google 的 Guava 库, 专门为 Android 平台进行了优化, 与上面介绍的 EventBus 相比, 两个库各有各的优点, 完全取决于我们自己项目的需求来选择它们哪一个。地址:[https://github.com/square/otto]",https://github.com/square/otto
librealm.so,realm,realm,"Realm 一个轻量的 Android 版本的数据存储库, 比 Android 原生系统的 SQLite 更加简洁快速对数据进行操作。地址:[https://github.com/realm/realm-java]",https://github.com/realm/realm-java
libAndroid-CleanArchitecture.so,Android-CleanArchitecture,Android-CleanArchitecture,"CleanArchitecture 是一个非常典型使用 MVP 架构的项目, 大家如果还没有理解 MVP 架构的可以看看这个项目。地址:[https://github.com/android10/Android-CleanArchitecture]",https://github.com/android10/Android-CleanArchitecture
libStickyListHeaders.so,StickyListHeaders,StickyListHeaders,"StickyListHeaders 是一个实现能够固定在屏幕顶部的ListView Section Header库, 就是当前 section 的 header 固定在屏幕顶部, 当滑动到其他 section 时, 其他 section 的 header 会代替之前的 section 的 header, 固定到屏幕顶部, 类似于 Android4.0 的手机通讯录的效果。地址:[https://github.com/emilsjolander/StickyListHeaders]",https://github.com/emilsjolander/StickyListHeaders
libAppIntro.so,AppIntro,AppIntro,AppIntro 是一个让人轻松快速搭建漂亮酷炫的引导页库。地址:[https://github.com/AppIntro/AppIntro],https://github.com/AppIntro/AppIntro
libShowcaseView.so,ShowcaseView,ShowcaseView,"ShowcaseView 是一个非常适合用于对用户进行第一次使用进行指导的库,使用起来非常简单还可以自定义样式。地址:[https://github.com/amlcurran/ShowcaseView]",https://github.com/amlcurran/ShowcaseView
libCalligraphy.so,Calligraphy,Calligraphy,"Calligraphy 是一个用来简化 Android 应用使用自定义字体的类库, 该类库会自动查找应用中的 TextView 并设置其使用的字体。地址:[https://github.com/chrisjenx/Calligraphy]",https://github.com/chrisjenx/Calligraphy
libFloatingActionButton.so,FloatingActionButton,FloatingActionButton,"FloatingActionButton是一个悬浮操作按钮, 官方在 Support Design 包下也有封装一个类似这个库效果的 FloatingActionButton, 值得说明的是这个库是早在官方封装之前就存在的, 个人感觉这个库比官方那个更加好用。地址:[https://github.com/zendesk/android-floating-action-button]",https://github.com/zendesk/android-floating-action-button
libCircleImageView.so,CircleImageView,CircleImageView,"CircleImageView 是一个轻松帮你实现圆形效果 ImageView 图片库, CircleImageView 是基于 ImageView 扩展出来, 因此它拥有 ImageView 控件所有属性, 简单易用值得你使用的库。地址:[https://github.com/hdodenhof/CircleImageView]",https://github.com/hdodenhof/CircleImageView
libmaterial.so,material,material,"Material 是将 Material Design 风格控件封装在该库当中, 目前封装有Progress, Button, Switch, Slider, Spinner, Text Field, TabPageIndicator, SnackBar, Dialog, BottomSheetDialog, Dynamic theme。地址:[https://github.com/rey5137/material]",https://github.com/rey5137/material
libAndroidAsync.so,AndroidAsync,AndroidAsync,"AndroidAsync 是一款基于 NIO 的低端 Android 异步 socket, http (client+server), websocket 和 socket.io 网络通信协议类库。地址:[https://github.com/koush/AndroidAsync]",https://github.com/koush/AndroidAsync
librebound.so,rebound,rebound,"Rebound 是 Facebook 推出的一个弹性动画库, 可以让动画看起来真实自然, 像真实世界的物理运动, 带有力的效果, 使用的参数则是 Facebook 的 origami 中使用的。地址:[https://github.com/facebookarchive/rebound]",https://github.com/facebookarchive/rebound
libandroid-common.so,android-common,android-common,"android-common-lib 是 Trinea 大神收集的一些开发通用的缓存, 公共 View 以及一些常用工具类。地址:[https://github.com/Trinea/android-common]",https://github.com/Trinea/android-common
libRippleEffect.so,RippleEffect,RippleEffect,"RippleEffect 是一个实现在 Android 任何组件点击出现 Material Design 的波纹效果, 向下兼容到 Android API9。地址:[https://github.com/traex/RippleEffect]",https://github.com/traex/RippleEffect
librecyclerview-animators.so,recyclerview-animators,recyclerview-animators,"RecyclerView Animators 是一个对 Recycler 控件的 Item 添加以及删除增加动画效果, 动画效果有Scale, Fade, Flip, Slide 里面各种各样效果。地址:[https://github.com/wasabeef/recyclerview-animators]",https://github.com/wasabeef/recyclerview-animators
libcircular-progress-button.so,circular-progress-button,circular-progress-button,"一个带进度显示的 Button, 效果和动画做的都非常赞。地址:[https://github.com/dmytrodanylyk/circular-progress-button]",https://github.com/dmytrodanylyk/circular-progress-button
libDroidPlugin.so,DroidPlugin,DroidPlugin,"DroidPlugin 是 360 手机助手在 Android 系统上实现了一种新的插件机制: 它可以在无需安装, 修改的情况下运行APK文件, 此机制对改进大型APP的架构, 实现多团队协作开发具有一定的好处。地址:[https://github.com/Qihoo360/DroidPlugin]",https://github.com/Qihoo360/DroidPlugin
libdynamic-load-apk.so,dynamic-load-apk,dynamic-load-apk,"开发者是 singwhatiwanna(任玉刚), 是《Android 开发艺术探索》书籍的作者, 这个是作者联合另两位开发者啸(时之沙)和宋思宇花了几个月时间研究出来的 Apk 动态加载框架。地址:[https://github.com/singwhatiwanna/dynamic-load-apk]",https://github.com/singwhatiwanna/dynamic-load-apk
libExoPlayer.so,ExoPlayer,ExoPlayer,"ExoPlayer 是Google 开发团队开源出来的一个媒体播放库, 比 Android 框架原生的 MediaPlayer 拥有更多优点支持动态的自适应流 HTTP(DASH) 和 平滑流, 支持高级的HLS特性, 支持自定义和扩治你的使用场景等等。地址:[https://github.com/google/ExoPlayer]",https://github.com/google/ExoPlayer
libCrouton.so,Crouton,Crouton,"Crouton 是一个显示提示信息的显示工具类, 可以用来代替 Toast, 默认显示在窗口的顶部, 可以按队列一个接着一个显示, 不过该库已经被弃用, 不推荐使用。地址:[https://github.com/keyboardsurfer/Crouton]",https://github.com/keyboardsurfer/Crouton
librobospice.so,robospice,robospice,RoboSpice 是一个使你建立异步的长时间的运行任务异常轻松的一个网络库，在网络请求，缓存支持，和提供开箱即用的 rest 请求方面尤为强大。地址:[https://github.com/stephanenicolas/robospice],https://github.com/stephanenicolas/robospice
libhugo.so,hugo,hugo,"Hugo 是 JakeWharton 大神推出的一个用于打印 Log, hugo 是基于注解被调用的, 引入相关依赖后, 在方法上加上 @DebugLog 即可输出 Log, 使用非常简单。地址:[https://github.com/JakeWharton/hugo]",https://github.com/JakeWharton/hugo
libasync-http-client.so,async-http-client,async-http-client,"AsyncHttpClient 是又一款 Android 异步请求库, 该库支持 WebSocket 协议, 使用起来也比较简单易用。地址:[https://github.com/AsyncHttpClient/async-http-client]",https://github.com/AsyncHttpClient/async-http-client
libUltimateRecyclerView.so,UltimateRecyclerView,UltimateRecyclerView,"UltimateRecyclerView 是一个功能强大的 RecyclerView(advanced and flexible version of ListView), 包括了下拉刷新, 加载更多, 多种动画, 空数据提示, 拖动排序, 视差处理, 工具栏渐变, 滑动删除, 自定义floating button, 多种刷新效果, scrollbar, sticky header, 多 layout 支持等等元素, 而且使用起来跟 RecyclerView 一样的方便。地址:[https://github.com/cymcsg/UltimateRecyclerView]",https://github.com/cymcsg/UltimateRecyclerView
libMaterialEditText.so,MaterialEditText,MaterialEditText,"MaterialEditText 是就职于 Flipboard 的员工?扔物线?开发的, 在 AppCompat v21 中也提供了 Material Design 的控件 EditText, 可是由于比较难用, 没有提供设置颜色的 Api, 于是就产生这个第三方库。地址:[https://github.com/rengwuxian/MaterialEditText]",https://github.com/rengwuxian/MaterialEditText
libSide-Menu.Android.so,Side-Menu.Android,Side-Menu.Android,"Side Menu 是?Yalantis?组织开源出来, 该组织因开源出一些动画很棒的开源库为大家所熟知该库是其中一个, 该库是提供翻页动画效果的侧边菜单, 动画体验超赞的。地址:[https://github.com/Yalantis/Side-Menu.Android]",https://github.com/Yalantis/Side-Menu.Android
libandroid-times-square.so,android-times-square,android-times-square,"TimesSquare 是 Square 公司出品的一款显示日历选择日期的控件, 可以让用户选择多个日期。地址:[https://github.com/square/android-times-square]",https://github.com/square/android-times-square
libGreenDroid.so,GreenDroid,GreenDroid,"GreenDroid 是一个封装好的 Android UI 界面库, 不过该库已经被弃用了, 不建议使用。地址:[https://github.com/cyrilmottier/GreenDroid]",https://github.com/cyrilmottier/GreenDroid
liblogger.so,logger,logger,"Logger 是一个简单, 漂亮, 强大 Android 打印日志库。地址:[https://github.com/orhanobut/logger]",https://github.com/orhanobut/logger
libacra.so,acra,acra,"Acra 是一个能够让 Android 应用自动将崩溃报告以谷歌文档电子表的形式进行发送的库, 旨在当应用发生崩溃或出现错误行为时, 开发者可以获取到相关数据。地址:[https://github.com/ACRA/acra]",https://github.com/ACRA/acra
libFadingActionBar.so,FadingActionBar,FadingActionBar,"FadingActionBar 是一个支持 ListView, ScrollView, WebView 向下滚动时逐渐显示 ActionBar 库。地址:[https://github.com/ManuelPeinado/FadingActionBar]",https://github.com/ManuelPeinado/FadingActionBar
libSystemBarTint.so,SystemBarTint,SystemBarTint,"SystemBarTint 是一个实现沉浸式状态栏库, 适用于 Android 系统 4.4 其以上的版本。地址:[https://github.com/jgilfelt/SystemBarTint]",https://github.com/jgilfelt/SystemBarTint
libandroid-menudrawer.so,android-menudrawer,android-menudrawer,"MenuDrawer 是一款滑出式菜单库, 通过拖动屏幕边缘滑出菜单, 支持屏幕上下左右划出, 支持当前 View 处于上下层, 支持 Windows 边缘, ListView 边缘, ViewPager 变化划出菜单等。地址:[https://github.com/SimonVT/android-menudrawer]",https://github.com/SimonVT/android-menudrawer
libRoundedImageView.so,RoundedImageView,RoundedImageView,"RoundedImageView 一个快速支持图片圆角显示效果的库, 该库特点是能快速加载, 为了提高加载速度, 该库不用创建原始位图的副本, 不使用 clipPath, 不使用 setXfermode 裁剪的位图等方式来实现 ImageView 圆角, 使用也非常简单。地址:[https://github.com/vinc3m1/RoundedImageView]",https://github.com/vinc3m1/RoundedImageView
libBolts.so,Bolts,Bolts,"Bolts 是一款底层类库集合, 在后台实现异步操作, 并提供接口反馈当前异步执行的程度 (可以通过接口实现UI进度更新), 最后反馈执行的结果给UI主线程, 与AsyncTask比较: (1)使用的是无大小限制的线程池; (2)任务可组合可级联,防止了代码耦合。地址:[https://github.com/BoltsFramework/Bolts-Android]",https://github.com/BoltsFramework/Bolts-Android
libSwipeBackLayout.so,SwipeBackLayout,SwipeBackLayout,"SwipeBackLayout 是一个支持屏幕上下左右滑动返回上层 Activity, 关闭当前 Activity, 类似简书 App。地址:[https://github.com/ikew0ng/SwipeBackLayout]",https://github.com/ikew0ng/SwipeBackLayout
libandroid-gif-drawable.so,android-gif-drawable,android-gif-drawable,"一个支持 gif 显示的 view, 用 jni 实现的, 编译生成 so 库后直接 xml 定义 view 即可, 简单易用。地址:[https://github.com/koral--/android-gif-drawable]",https://github.com/koral--/android-gif-drawable
libVitamioBundle.so,VitamioBundle,VitamioBundle,"Vitamio 是一款 Android 与 iOS 平台上的全能多媒体开发框架, 特点：(1) 全面支持硬件解码与 GPU 渲染, (2) 能够流畅播放 720P 甚至 1080P 高清 MKV, FLV, MP4, MOV, TS, RMVB 等常见格式的视频, (3) 在 Android 与 iOS 上跨平台支持 MMS, RTSP, RTMP, HLS(m3u8)等常见的多种视频流媒体协议, 包括点播与直播。地址:[https://github.com/yixia/VitamioBundle]",https://github.com/yixia/VitamioBundle
libSmartTabLayout.so,SmartTabLayout,SmartTabLayout,"SmartTabLayout 是一个自定义的 Tab title strip, 基于 Google Samples 中的 android-SlidingTabBasic 项目, 滑动时 Indicator 可平滑过渡。地址:[https://github.com/ogaclejapan/SmartTabLayout]",https://github.com/ogaclejapan/SmartTabLayout
libuCrop.so,uCrop,uCrop,"uCrop 是Yalantis?组织开源的图片裁剪库, 支持缩放, 旋转图片, 支持各种比例的裁剪框, 非常强大的一个图片裁剪库。地址:[https://github.com/Yalantis/uCrop]",https://github.com/Yalantis/uCrop
libandroid-crop.so,android-crop,android-crop,"又一个图片裁剪库, 向下兼容到 Api 10, 个人感觉这个库并没有比上面介绍的 uCrop 强大。地址:[https://github.com/jdamcd/android-crop]",https://github.com/jdamcd/android-crop
libAVLoadingIndicatorView.so,AVLoadingIndicatorView,AVLoadingIndicatorView,"AVLoadingIndicatorView 库含有各种各样漂亮的加载动画效果, 使用起来也非常简单, 和平时使用 ProgressBar 一样。地址:[https://github.com/81813780/AVLoadingIndicatorView]",https://github.com/81813780/AVLoadingIndicatorView
libsweet-alert-dialog.so,sweet-alert-dialog,sweet-alert-dialog,"Android 版的 SweetAlert, 清新文艺, 快意灵动的甜心弹框, 灵感来源于 JS 版?SweetAlert。地址:[https://github.com/pedant/sweet-alert-dialog]",https://github.com/pedant/sweet-alert-dialog
libffmpeg.so,FFmpeg,FFmpeg,FFmpeg是一套可以用来记录、转换数字音频、视频，并能将其转化为流的开源计算机程序。它包括了目前领先的音/视频编码库libavcodec。,
